expression,expected_result,wrapper,pair_id,family,source,target,expected_strategy
k*((cos(x)-cos(3*x))/(sin(3*x)-sin(x))) - k*(tan(2*x)),0,scaled_difference_zero,contract_trig_cos_diff_sin_diff_quotient,trig_contract,(cos(x)-cos(3*x))/(sin(3*x)-sin(x)),tan(2*x),contract trig
(((cos(x)-cos(3*x))/(sin(3*x)-sin(x)))/q) - ((tan(2*x))/q),0,common_denominator_zero,contract_trig_cos_diff_sin_diff_quotient,trig_contract,(cos(x)-cos(3*x))/(sin(3*x)-sin(x)),tan(2*x),contract trig
(((cos(x)-cos(3*x))/(sin(3*x)-sin(x))) + 1)/((tan(2*x)) + 1),1,shifted_quotient_one,contract_trig_cos_diff_sin_diff_quotient,trig_contract,(cos(x)-cos(3*x))/(sin(3*x)-sin(x)),tan(2*x),contract trig
((tan(x)*cot(x)) + m) - ((1) + m),0,additive_passthrough_zero,reciprocal_trig_product_to_one,simplify,tan(x)*cot(x),1,rewrite trigs
k*(tan(x)*cot(x)) - k*(1),0,scaled_difference_zero,reciprocal_trig_product_to_one,simplify,tan(x)*cot(x),1,rewrite trigs
((tan(x)*cot(x))/q) - ((1)/q),0,common_denominator_zero,reciprocal_trig_product_to_one,simplify,tan(x)*cot(x),1,rewrite trigs
((tan(x)*cot(x)) + 1)/((1) + 1),1,shifted_quotient_one,reciprocal_trig_product_to_one,simplify,tan(x)*cot(x),1,rewrite trigs
((tan(x)*cot(x)+a) + m) - ((1+a) + m),0,additive_passthrough_zero,reciprocal_trig_product_to_one_with_passthrough,simplify,tan(x)*cot(x)+a,1+a,rewrite trigs
k*(tan(x)*cot(x)+a) - k*(1+a),0,scaled_difference_zero,reciprocal_trig_product_to_one_with_passthrough,simplify,tan(x)*cot(x)+a,1+a,rewrite trigs
((tan(x)*cot(x)+a)/q) - ((1+a)/q),0,common_denominator_zero,reciprocal_trig_product_to_one_with_passthrough,simplify,tan(x)*cot(x)+a,1+a,rewrite trigs
((tan(x)*cot(x)+a) + 1)/((1+a) + 1),1,shifted_quotient_one,reciprocal_trig_product_to_one_with_passthrough,simplify,tan(x)*cot(x)+a,1+a,rewrite trigs
((sec(x)^2 - tan(x)^2) + m) - ((1) + m),0,additive_passthrough_zero,sec_tan_pythagorean_to_one,simplify,sec(x)^2 - tan(x)^2,1,rewrite trigs
k*(sec(x)^2 - tan(x)^2) - k*(1),0,scaled_difference_zero,sec_tan_pythagorean_to_one,simplify,sec(x)^2 - tan(x)^2,1,rewrite trigs
((sec(x)^2 - tan(x)^2)/q) - ((1)/q),0,common_denominator_zero,sec_tan_pythagorean_to_one,simplify,sec(x)^2 - tan(x)^2,1,rewrite trigs
((sec(x)^2 - tan(x)^2) + 1)/((1) + 1),1,shifted_quotient_one,sec_tan_pythagorean_to_one,simplify,sec(x)^2 - tan(x)^2,1,rewrite trigs
((a^3 + 3*a^2*b + 3*a*b^2 + b^3) + m) - (((a+b)^3) + m),0,additive_passthrough_zero,factor_symbolic_binomial_cube,factor,a^3 + 3*a^2*b + 3*a*b^2 + b^3,(a+b)^3,factor
k*(a^3 + 3*a^2*b + 3*a*b^2 + b^3) - k*((a+b)^3),0,scaled_difference_zero,factor_symbolic_binomial_cube,factor,a^3 + 3*a^2*b + 3*a*b^2 + b^3,(a+b)^3,factor
((a^3 + 3*a^2*b + 3*a*b^2 + b^3)/q) - (((a+b)^3)/q),0,common_denominator_zero,factor_symbolic_binomial_cube,factor,a^3 + 3*a^2*b + 3*a*b^2 + b^3,(a+b)^3,factor
((a^3 + 3*a^2*b + 3*a*b^2 + b^3) + 1)/(((a+b)^3) + 1),1,shifted_quotient_one,factor_symbolic_binomial_cube,factor,a^3 + 3*a^2*b + 3*a*b^2 + b^3,(a+b)^3,factor
((cos(x)*cos(2*x)*cos(4*x)) + m) - ((sin(8*x)/(8*sin(x))) + m),0,additive_passthrough_zero,integrate_prep_morrie_basic,integrate_prep,cos(x)*cos(2*x)*cos(4*x),sin(8*x)/(8*sin(x)),integrate prep
k*(cos(x)*cos(2*x)*cos(4*x)) - k*(sin(8*x)/(8*sin(x))),0,scaled_difference_zero,integrate_prep_morrie_basic,integrate_prep,cos(x)*cos(2*x)*cos(4*x),sin(8*x)/(8*sin(x)),integrate prep
((cos(x)*cos(2*x)*cos(4*x))/q) - ((sin(8*x)/(8*sin(x)))/q),0,common_denominator_zero,integrate_prep_morrie_basic,integrate_prep,cos(x)*cos(2*x)*cos(4*x),sin(8*x)/(8*sin(x)),integrate prep
((cos(x)*cos(2*x)*cos(4*x)) + 1)/((sin(8*x)/(8*sin(x))) + 1),1,shifted_quotient_one,integrate_prep_morrie_basic,integrate_prep,cos(x)*cos(2*x)*cos(4*x),sin(8*x)/(8*sin(x)),integrate prep
1/((cos(x)*cos(2*x)*cos(4*x))+c) - 1/((sin(8*x)/(8*sin(x)))+c),0,reciprocal_shifted_difference_zero,integrate_prep_morrie_basic,integrate_prep,cos(x)*cos(2*x)*cos(4*x),sin(8*x)/(8*sin(x)),reciprocal shifted difference
1/(((cos(x)*cos(2*x)*cos(4*x)+r/s)+c)) - 1/(((sin(8*x)/(8*sin(x))+r/s)+c)),0,reciprocal_shifted_difference_zero,integrate_prep_morrie_basic_noise_fraction,integrate_prep,cos(x)*cos(2*x)*cos(4*x),sin(8*x)/(8*sin(x)),reciprocal shifted difference noise budget
(((cos(x)*cos(2*x)*cos(4*x))^2) + m) - (((sin(8*x)/(8*sin(x)))^2) + m),0,squared_passthrough_zero,integrate_prep_morrie_basic_squared,integrate_prep,cos(x)*cos(2*x)*cos(4*x),sin(8*x)/(8*sin(x)),integrate prep
((((cos(x)*cos(2*x)*cos(4*x))^2) + m)^2) - ((((sin(8*x)/(8*sin(x)))^2) + m)^2),0,squared_passthrough_zero,integrate_prep_morrie_basic_double_squared,integrate_prep,cos(x)*cos(2*x)*cos(4*x),sin(8*x)/(8*sin(x)),integrate prep
((sin(8*x)/(8*sin(x))) + m) - ((cos(x)*cos(2*x)*cos(4*x)) + m),0,additive_passthrough_zero,integrate_prep_morrie_reverse_basic,integrate_prep,sin(8*x)/(8*sin(x)),cos(x)*cos(2*x)*cos(4*x),integrate prep
k*(sin(8*x)/(8*sin(x))) - k*(cos(x)*cos(2*x)*cos(4*x)),0,scaled_difference_zero,integrate_prep_morrie_reverse_basic,integrate_prep,sin(8*x)/(8*sin(x)),cos(x)*cos(2*x)*cos(4*x),integrate prep
((sin(8*x)/(8*sin(x)))/q) - ((cos(x)*cos(2*x)*cos(4*x))/q),0,common_denominator_zero,integrate_prep_morrie_reverse_basic,integrate_prep,sin(8*x)/(8*sin(x)),cos(x)*cos(2*x)*cos(4*x),integrate prep
((sin(8*x)/(8*sin(x))) + 1)/((cos(x)*cos(2*x)*cos(4*x)) + 1),1,shifted_quotient_one,integrate_prep_morrie_reverse_basic,integrate_prep,sin(8*x)/(8*sin(x)),cos(x)*cos(2*x)*cos(4*x),integrate prep
((sin(8*x)/(8*sin(x))) - cos(x)*cos(2*x)*cos(4*x)) + (u*v + u*w - u*(v+w)),0,combined_additive_zero,integrate_prep_morrie_reverse_collect_combined_zero,integrate_prep,sin(8*x)/(8*sin(x)),cos(x)*cos(2*x)*cos(4*x),collapse exact zero additive subexpressions
(cos(x)*cos(2*x)*cos(4*x) - sin(8*x)/(8*sin(x))) + (1/(1 + 1/(1 + 1/(1+u))) - (2+u)/(3+2*u)),0,combined_additive_zero,integrate_prep_morrie_deep_nested_fraction_depth4_combined_zero,integrate_prep,cos(x)*cos(2*x)*cos(4*x),sin(8*x)/(8*sin(x)),collapse exact zero additive subexpressions
((1 + 2*cos(x) + 2*cos(2*x)) + m) - ((sin(5*x/2)/sin(x/2)) + m),0,additive_passthrough_zero,integrate_prep_dirichlet_basic,integrate_prep,1 + 2*cos(x) + 2*cos(2*x),sin(5*x/2)/sin(x/2),integrate prep
k*(1 + 2*cos(x) + 2*cos(2*x)) - k*(sin(5*x/2)/sin(x/2)),0,scaled_difference_zero,integrate_prep_dirichlet_basic,integrate_prep,1 + 2*cos(x) + 2*cos(2*x),sin(5*x/2)/sin(x/2),integrate prep
((1 + 2*cos(x) + 2*cos(2*x))/q) - ((sin(5*x/2)/sin(x/2))/q),0,common_denominator_zero,integrate_prep_dirichlet_basic,integrate_prep,1 + 2*cos(x) + 2*cos(2*x),sin(5*x/2)/sin(x/2),integrate prep
((1 + 2*cos(x) + 2*cos(2*x)) + 1)/((sin(5*x/2)/sin(x/2)) + 1),1,shifted_quotient_one,integrate_prep_dirichlet_basic,integrate_prep,1 + 2*cos(x) + 2*cos(2*x),sin(5*x/2)/sin(x/2),integrate prep
sin(5*x/2)/sin(x/2) - (1 + 2*cos(x) + 2*cos(2*x)),0,combined_additive_zero,integrate_prep_dirichlet_reverse_basic,integrate_prep,sin(5*x/2)/sin(x/2),1 + 2*cos(x) + 2*cos(2*x),integrate prep
((sin(5*x/2)/sin(x/2)) + m) - ((1 + 2*cos(x) + 2*cos(2*x)) + m),0,additive_passthrough_zero,integrate_prep_dirichlet_reverse_basic,integrate_prep,sin(5*x/2)/sin(x/2),1 + 2*cos(x) + 2*cos(2*x),integrate prep
k*(sin(5*x/2)/sin(x/2)) - k*(1 + 2*cos(x) + 2*cos(2*x)),0,scaled_difference_zero,integrate_prep_dirichlet_reverse_basic,integrate_prep,sin(5*x/2)/sin(x/2),1 + 2*cos(x) + 2*cos(2*x),integrate prep
((sin(5*x/2)/sin(x/2))/q) - ((1 + 2*cos(x) + 2*cos(2*x))/q),0,common_denominator_zero,integrate_prep_dirichlet_reverse_basic,integrate_prep,sin(5*x/2)/sin(x/2),1 + 2*cos(x) + 2*cos(2*x),integrate prep
((sin(5*x/2)/sin(x/2)) + 1)/((1 + 2*cos(x) + 2*cos(2*x)) + 1),1,shifted_quotient_one,integrate_prep_dirichlet_reverse_basic,integrate_prep,sin(5*x/2)/sin(x/2),1 + 2*cos(x) + 2*cos(2*x),integrate prep
"((product((k+1)/k, k, 1, n)) + m) - ((n+1) + m)",0,additive_passthrough_zero,finite_telescoping_product_basic,finite_telescoping,"product((k+1)/k, k, 1, n)",n+1,finite sums/products
"k*(product((k+1)/k, k, 1, n)) - k*(n+1)",0,scaled_difference_zero,finite_telescoping_product_basic,finite_telescoping,"product((k+1)/k, k, 1, n)",n+1,finite sums/products
"((product((k+1)/k, k, 1, n))/q) - ((n+1)/q)",0,common_denominator_zero,finite_telescoping_product_basic,finite_telescoping,"product((k+1)/k, k, 1, n)",n+1,finite sums/products
"((product((k+1)/k, k, 1, n)) + 1)/((n+1) + 1)",1,shifted_quotient_one,finite_telescoping_product_basic,finite_telescoping,"product((k+1)/k, k, 1, n)",n+1,finite sums/products
"1/((product((k+1)/k, k, 1, n))+c) - 1/((n+1)+c)",0,reciprocal_shifted_difference_zero,finite_telescoping_product_basic,finite_telescoping,"product((k+1)/k, k, 1, n)",n+1,reciprocal shifted difference
"1/(((product((k+1)/k, k, 1, n)+r/s)+c)) - 1/(((n+1+r/s)+c))",0,reciprocal_shifted_difference_zero,finite_telescoping_product_basic_noise_fraction,finite_telescoping,"product((k+1)/k, k, 1, n)",n+1,reciprocal shifted difference noise budget
"((product((a*k+b+a)/(a*k+b), k, m, n)) + m) - (((a*n+a+b)/(a*m+b)) + m)",0,additive_passthrough_zero,finite_telescoping_product_affine_symbolic_shift_symbolic_lower,finite_telescoping,"product((a*k+b+a)/(a*k+b), k, m, n)",(a*n+a+b)/(a*m+b),finite sums/products
"k*(product((a*k+b+a)/(a*k+b), k, m, n)) - k*((a*n+a+b)/(a*m+b))",0,scaled_difference_zero,finite_telescoping_product_affine_symbolic_shift_symbolic_lower,finite_telescoping,"product((a*k+b+a)/(a*k+b), k, m, n)",(a*n+a+b)/(a*m+b),finite sums/products
"((product((a*k+b+a)/(a*k+b), k, m, n))/q) - (((a*n+a+b)/(a*m+b))/q)",0,common_denominator_zero,finite_telescoping_product_affine_symbolic_shift_symbolic_lower,finite_telescoping,"product((a*k+b+a)/(a*k+b), k, m, n)",(a*n+a+b)/(a*m+b),finite sums/products
"((product((a*k+b+a)/(a*k+b), k, m, n)) + 1)/(((a*n+a+b)/(a*m+b)) + 1)",1,shifted_quotient_one,finite_telescoping_product_affine_symbolic_shift_symbolic_lower,finite_telescoping,"product((a*k+b+a)/(a*k+b), k, m, n)",(a*n+a+b)/(a*m+b),finite sums/products
"((product(1 - 1/(k+a)^2, k, m, n)) + m) - ((((m+a-1)*(n+a+1))/((m+a)*(n+a))) + m)",0,additive_passthrough_zero,finite_telescoping_product_factorized_square_shifted_base_symbolic_symbolic_lower,finite_telescoping,"product(1 - 1/(k+a)^2, k, m, n)",((m+a-1)*(n+a+1))/((m+a)*(n+a)),finite sums/products
"k*(product(1 - 1/(k+a)^2, k, m, n)) - k*(((m+a-1)*(n+a+1))/((m+a)*(n+a)))",0,scaled_difference_zero,finite_telescoping_product_factorized_square_shifted_base_symbolic_symbolic_lower,finite_telescoping,"product(1 - 1/(k+a)^2, k, m, n)",((m+a-1)*(n+a+1))/((m+a)*(n+a)),finite sums/products
"((product(1 - 1/(k+a)^2, k, m, n))/q) - ((((m+a-1)*(n+a+1))/((m+a)*(n+a)))/q)",0,common_denominator_zero,finite_telescoping_product_factorized_square_shifted_base_symbolic_symbolic_lower,finite_telescoping,"product(1 - 1/(k+a)^2, k, m, n)",((m+a-1)*(n+a+1))/((m+a)*(n+a)),finite sums/products
"((product(1 - 1/(k+a)^2, k, m, n)) + 1)/((((m+a-1)*(n+a+1))/((m+a)*(n+a))) + 1)",1,shifted_quotient_one,finite_telescoping_product_factorized_square_shifted_base_symbolic_symbolic_lower,finite_telescoping,"product(1 - 1/(k+a)^2, k, m, n)",((m+a-1)*(n+a+1))/((m+a)*(n+a)),finite sums/products
"((sum(1/(k*(k+1)), k, 1, n)) + m) - ((1 - 1/(n+1)) + m)",0,additive_passthrough_zero,finite_telescoping_sum_basic,finite_telescoping,"sum(1/(k*(k+1)), k, 1, n)",1 - 1/(n+1),finite sums/products
"k*(sum(1/(k*(k+1)), k, 1, n)) - k*(1 - 1/(n+1))",0,scaled_difference_zero,finite_telescoping_sum_basic,finite_telescoping,"sum(1/(k*(k+1)), k, 1, n)",1 - 1/(n+1),finite sums/products
"((sum(1/(k*(k+1)), k, 1, n))/q) - ((1 - 1/(n+1))/q)",0,common_denominator_zero,finite_telescoping_sum_basic,finite_telescoping,"sum(1/(k*(k+1)), k, 1, n)",1 - 1/(n+1),finite sums/products
"((sum(1/(k*(k+1)), k, 1, n)) + 1)/((1 - 1/(n+1)) + 1)",1,shifted_quotient_one,finite_telescoping_sum_basic,finite_telescoping,"sum(1/(k*(k+1)), k, 1, n)",1 - 1/(n+1),finite sums/products
"((sum(1/((a*k+b+c)*(a*k+b+c+a)), k, m, n)) + m) - ((1/a*(1/(a*m+b+c) - 1/(a*n+a+b+c))) + m)",0,additive_passthrough_zero,finite_telescoping_sum_affine_symbolic_arbitrary_shift_symbolic_lower,finite_telescoping,"sum(1/((a*k+b+c)*(a*k+b+c+a)), k, m, n)",1/a*(1/(a*m+b+c) - 1/(a*n+a+b+c)),finite sums/products
"k*(sum(1/((a*k+b+c)*(a*k+b+c+a)), k, m, n)) - k*(1/a*(1/(a*m+b+c) - 1/(a*n+a+b+c)))",0,scaled_difference_zero,finite_telescoping_sum_affine_symbolic_arbitrary_shift_symbolic_lower,finite_telescoping,"sum(1/((a*k+b+c)*(a*k+b+c+a)), k, m, n)",1/a*(1/(a*m+b+c) - 1/(a*n+a+b+c)),finite sums/products
"((sum(1/((a*k+b+c)*(a*k+b+c+a)), k, m, n))/q) - ((1/a*(1/(a*m+b+c) - 1/(a*n+a+b+c)))/q)",0,common_denominator_zero,finite_telescoping_sum_affine_symbolic_arbitrary_shift_symbolic_lower,finite_telescoping,"sum(1/((a*k+b+c)*(a*k+b+c+a)), k, m, n)",1/a*(1/(a*m+b+c) - 1/(a*n+a+b+c)),finite sums/products
"((sum(1/((a*k+b+c)*(a*k+b+c+a)), k, m, n)) + 1)/((1/a*(1/(a*m+b+c) - 1/(a*n+a+b+c))) + 1)",1,shifted_quotient_one,finite_telescoping_sum_affine_symbolic_arbitrary_shift_symbolic_lower,finite_telescoping,"sum(1/((a*k+b+c)*(a*k+b+c+a)), k, m, n)",1/a*(1/(a*m+b+c) - 1/(a*n+a+b+c)),finite sums/products
((sinh(x)*cosh(y)+cosh(x)*sinh(y)) + m) - ((sinh(x+y)) + m),0,additive_passthrough_zero,contract_hyperbolic_sinh_sum,simplify,sinh(x)*cosh(y)+cosh(x)*sinh(y),sinh(x+y),rewrite hyperbolics
k*(sinh(x)*cosh(y)+cosh(x)*sinh(y)) - k*(sinh(x+y)),0,scaled_difference_zero,contract_hyperbolic_sinh_sum,simplify,sinh(x)*cosh(y)+cosh(x)*sinh(y),sinh(x+y),rewrite hyperbolics
((sinh(x)*cosh(y)+cosh(x)*sinh(y))/q) - ((sinh(x+y))/q),0,common_denominator_zero,contract_hyperbolic_sinh_sum,simplify,sinh(x)*cosh(y)+cosh(x)*sinh(y),sinh(x+y),rewrite hyperbolics
((sinh(x)*cosh(y)+cosh(x)*sinh(y)) + 1)/((sinh(x+y)) + 1),1,shifted_quotient_one,contract_hyperbolic_sinh_sum,simplify,sinh(x)*cosh(y)+cosh(x)*sinh(y),sinh(x+y),rewrite hyperbolics
((cosh(x)*cosh(y)+sinh(x)*sinh(y)) + m) - ((cosh(x+y)) + m),0,additive_passthrough_zero,contract_hyperbolic_cosh_sum,simplify,cosh(x)*cosh(y)+sinh(x)*sinh(y),cosh(x+y),rewrite hyperbolics
k*(cosh(x)*cosh(y)+sinh(x)*sinh(y)) - k*(cosh(x+y)),0,scaled_difference_zero,contract_hyperbolic_cosh_sum,simplify,cosh(x)*cosh(y)+sinh(x)*sinh(y),cosh(x+y),rewrite hyperbolics
((cosh(x)*cosh(y)+sinh(x)*sinh(y))/q) - ((cosh(x+y))/q),0,common_denominator_zero,contract_hyperbolic_cosh_sum,simplify,cosh(x)*cosh(y)+sinh(x)*sinh(y),cosh(x+y),rewrite hyperbolics
((cosh(x)*cosh(y)+sinh(x)*sinh(y)) + 1)/((cosh(x+y)) + 1),1,shifted_quotient_one,contract_hyperbolic_cosh_sum,simplify,cosh(x)*cosh(y)+sinh(x)*sinh(y),cosh(x+y),rewrite hyperbolics
((sinh(x)*cosh(y)-cosh(x)*sinh(y)) + m) - ((sinh(x-y)) + m),0,additive_passthrough_zero,contract_hyperbolic_sinh_difference,simplify,sinh(x)*cosh(y)-cosh(x)*sinh(y),sinh(x-y),rewrite hyperbolics
k*(sinh(x)*cosh(y)-cosh(x)*sinh(y)) - k*(sinh(x-y)),0,scaled_difference_zero,contract_hyperbolic_sinh_difference,simplify,sinh(x)*cosh(y)-cosh(x)*sinh(y),sinh(x-y),rewrite hyperbolics
((sinh(x)*cosh(y)-cosh(x)*sinh(y))/q) - ((sinh(x-y))/q),0,common_denominator_zero,contract_hyperbolic_sinh_difference,simplify,sinh(x)*cosh(y)-cosh(x)*sinh(y),sinh(x-y),rewrite hyperbolics
((sinh(x)*cosh(y)-cosh(x)*sinh(y)) + 1)/((sinh(x-y)) + 1),1,shifted_quotient_one,contract_hyperbolic_sinh_difference,simplify,sinh(x)*cosh(y)-cosh(x)*sinh(y),sinh(x-y),rewrite hyperbolics
((cosh(x)*cosh(y)-sinh(x)*sinh(y)) + m) - ((cosh(x-y)) + m),0,additive_passthrough_zero,contract_hyperbolic_cosh_difference,simplify,cosh(x)*cosh(y)-sinh(x)*sinh(y),cosh(x-y),rewrite hyperbolics
k*(cosh(x)*cosh(y)-sinh(x)*sinh(y)) - k*(cosh(x-y)),0,scaled_difference_zero,contract_hyperbolic_cosh_difference,simplify,cosh(x)*cosh(y)-sinh(x)*sinh(y),cosh(x-y),rewrite hyperbolics
((cosh(x)*cosh(y)-sinh(x)*sinh(y))/q) - ((cosh(x-y))/q),0,common_denominator_zero,contract_hyperbolic_cosh_difference,simplify,cosh(x)*cosh(y)-sinh(x)*sinh(y),cosh(x-y),rewrite hyperbolics
((cosh(x)*cosh(y)-sinh(x)*sinh(y)) + 1)/((cosh(x-y)) + 1),1,shifted_quotient_one,contract_hyperbolic_cosh_difference,simplify,cosh(x)*cosh(y)-sinh(x)*sinh(y),cosh(x-y),rewrite hyperbolics
((sinh(x)+sinh(y)) + m) - ((2*sinh((x+y)/2)*cosh((x-y)/2)) + m),0,additive_passthrough_zero,expand_hyperbolic_sinh_sum_to_product_exact,expand,sinh(x)+sinh(y),2*sinh((x+y)/2)*cosh((x-y)/2),expand
k*(sinh(x)+sinh(y)) - k*(2*sinh((x+y)/2)*cosh((x-y)/2)),0,scaled_difference_zero,expand_hyperbolic_sinh_sum_to_product_exact,expand,sinh(x)+sinh(y),2*sinh((x+y)/2)*cosh((x-y)/2),expand
((sinh(x)+sinh(y))/q) - ((2*sinh((x+y)/2)*cosh((x-y)/2))/q),0,common_denominator_zero,expand_hyperbolic_sinh_sum_to_product_exact,expand,sinh(x)+sinh(y),2*sinh((x+y)/2)*cosh((x-y)/2),expand
((sinh(x)+sinh(y)) + 1)/((2*sinh((x+y)/2)*cosh((x-y)/2)) + 1),1,shifted_quotient_one,expand_hyperbolic_sinh_sum_to_product_exact,expand,sinh(x)+sinh(y),2*sinh((x+y)/2)*cosh((x-y)/2),expand
((cosh(x)+cosh(y)) + m) - ((2*cosh((x+y)/2)*cosh((x-y)/2)) + m),0,additive_passthrough_zero,expand_hyperbolic_cosh_sum_to_product_exact,expand,cosh(x)+cosh(y),2*cosh((x+y)/2)*cosh((x-y)/2),expand
k*(cosh(x)+cosh(y)) - k*(2*cosh((x+y)/2)*cosh((x-y)/2)),0,scaled_difference_zero,expand_hyperbolic_cosh_sum_to_product_exact,expand,cosh(x)+cosh(y),2*cosh((x+y)/2)*cosh((x-y)/2),expand
((cosh(x)+cosh(y))/q) - ((2*cosh((x+y)/2)*cosh((x-y)/2))/q),0,common_denominator_zero,expand_hyperbolic_cosh_sum_to_product_exact,expand,cosh(x)+cosh(y),2*cosh((x+y)/2)*cosh((x-y)/2),expand
((cosh(x)+cosh(y)) + 1)/((2*cosh((x+y)/2)*cosh((x-y)/2)) + 1),1,shifted_quotient_one,expand_hyperbolic_cosh_sum_to_product_exact,expand,cosh(x)+cosh(y),2*cosh((x+y)/2)*cosh((x-y)/2),expand
((cosh(x)-cosh(y)) + m) - ((2*sinh((x+y)/2)*sinh((x-y)/2)) + m),0,additive_passthrough_zero,expand_hyperbolic_cosh_difference_to_product_exact,expand,cosh(x)-cosh(y),2*sinh((x+y)/2)*sinh((x-y)/2),expand
k*(cosh(x)-cosh(y)) - k*(2*sinh((x+y)/2)*sinh((x-y)/2)),0,scaled_difference_zero,expand_hyperbolic_cosh_difference_to_product_exact,expand,cosh(x)-cosh(y),2*sinh((x+y)/2)*sinh((x-y)/2),expand
((cosh(x)-cosh(y))/q) - ((2*sinh((x+y)/2)*sinh((x-y)/2))/q),0,common_denominator_zero,expand_hyperbolic_cosh_difference_to_product_exact,expand,cosh(x)-cosh(y),2*sinh((x+y)/2)*sinh((x-y)/2),expand
((cosh(x)-cosh(y)) + 1)/((2*sinh((x+y)/2)*sinh((x-y)/2)) + 1),1,shifted_quotient_one,expand_hyperbolic_cosh_difference_to_product_exact,expand,cosh(x)-cosh(y),2*sinh((x+y)/2)*sinh((x-y)/2),expand
((2*sinh(2*x)*cosh(x)) + m) - ((4*sinh(x)+4*sinh(x)^3) + m),0,additive_passthrough_zero,expand_hyperbolic_product_to_sum_to_sinh_cubic_polynomial,expand,2*sinh(2*x)*cosh(x),4*sinh(x)+4*sinh(x)^3,expand
k*(2*sinh(2*x)*cosh(x)) - k*(4*sinh(x)+4*sinh(x)^3),0,scaled_difference_zero,expand_hyperbolic_product_to_sum_to_sinh_cubic_polynomial,expand,2*sinh(2*x)*cosh(x),4*sinh(x)+4*sinh(x)^3,expand
((2*sinh(2*x)*cosh(x))/q) - ((4*sinh(x)+4*sinh(x)^3)/q),0,common_denominator_zero,expand_hyperbolic_product_to_sum_to_sinh_cubic_polynomial,expand,2*sinh(2*x)*cosh(x),4*sinh(x)+4*sinh(x)^3,expand
((2*sinh(2*x)*cosh(x)) + 1)/((4*sinh(x)+4*sinh(x)^3) + 1),1,shifted_quotient_one,expand_hyperbolic_product_to_sum_to_sinh_cubic_polynomial,expand,2*sinh(2*x)*cosh(x),4*sinh(x)+4*sinh(x)^3,expand
((2*sinh(2*x)*sinh(x)) + m) - ((4*cosh(x)^3-4*cosh(x)) + m),0,additive_passthrough_zero,expand_hyperbolic_product_to_sum_to_cosh_cubic_polynomial,expand,2*sinh(2*x)*sinh(x),4*cosh(x)^3-4*cosh(x),expand
k*(2*sinh(2*x)*sinh(x)) - k*(4*cosh(x)^3-4*cosh(x)),0,scaled_difference_zero,expand_hyperbolic_product_to_sum_to_cosh_cubic_polynomial,expand,2*sinh(2*x)*sinh(x),4*cosh(x)^3-4*cosh(x),expand
((2*sinh(2*x)*sinh(x))/q) - ((4*cosh(x)^3-4*cosh(x))/q),0,common_denominator_zero,expand_hyperbolic_product_to_sum_to_cosh_cubic_polynomial,expand,2*sinh(2*x)*sinh(x),4*cosh(x)^3-4*cosh(x),expand
((2*sinh(2*x)*sinh(x)) + 1)/((4*cosh(x)^3-4*cosh(x)) + 1),1,shifted_quotient_one,expand_hyperbolic_product_to_sum_to_cosh_cubic_polynomial,expand,2*sinh(2*x)*sinh(x),4*cosh(x)^3-4*cosh(x),expand
((2*sinh(2*x)*sinh(x)+a) + m) - ((4*cosh(x)^3-4*cosh(x)+a) + m),0,additive_passthrough_zero,expand_hyperbolic_product_to_sum_to_cosh_cubic_polynomial_with_passthrough,expand,2*sinh(2*x)*sinh(x)+a,4*cosh(x)^3-4*cosh(x)+a,expand
k*(2*sinh(2*x)*sinh(x)+a) - k*(4*cosh(x)^3-4*cosh(x)+a),0,scaled_difference_zero,expand_hyperbolic_product_to_sum_to_cosh_cubic_polynomial_with_passthrough,expand,2*sinh(2*x)*sinh(x)+a,4*cosh(x)^3-4*cosh(x)+a,expand
((2*sinh(2*x)*sinh(x)+a)/q) - ((4*cosh(x)^3-4*cosh(x)+a)/q),0,common_denominator_zero,expand_hyperbolic_product_to_sum_to_cosh_cubic_polynomial_with_passthrough,expand,2*sinh(2*x)*sinh(x)+a,4*cosh(x)^3-4*cosh(x)+a,expand
((2*sinh(2*x)*sinh(x)+a) + 1)/((4*cosh(x)^3-4*cosh(x)+a) + 1),1,shifted_quotient_one,expand_hyperbolic_product_to_sum_to_cosh_cubic_polynomial_with_passthrough,expand,2*sinh(2*x)*sinh(x)+a,4*cosh(x)^3-4*cosh(x)+a,expand
((sinh(6*x)) + m) - ((sinh(5*x)*cosh(x)+cosh(5*x)*sinh(x)) + m),0,additive_passthrough_zero,expand_recursive_hyperbolic_sinh_sum,expand,sinh(6*x),sinh(5*x)*cosh(x)+cosh(5*x)*sinh(x),expand
k*(sinh(6*x)) - k*(sinh(5*x)*cosh(x)+cosh(5*x)*sinh(x)),0,scaled_difference_zero,expand_recursive_hyperbolic_sinh_sum,expand,sinh(6*x),sinh(5*x)*cosh(x)+cosh(5*x)*sinh(x),expand
((sinh(6*x))/q) - ((sinh(5*x)*cosh(x)+cosh(5*x)*sinh(x))/q),0,common_denominator_zero,expand_recursive_hyperbolic_sinh_sum,expand,sinh(6*x),sinh(5*x)*cosh(x)+cosh(5*x)*sinh(x),expand
((sinh(6*x)) + 1)/((sinh(5*x)*cosh(x)+cosh(5*x)*sinh(x)) + 1),1,shifted_quotient_one,expand_recursive_hyperbolic_sinh_sum,expand,sinh(6*x),sinh(5*x)*cosh(x)+cosh(5*x)*sinh(x),expand
